회사명,직무명,고용형태,경력구분,근무지역,학력요건,직무분야,마감일,등록일,업무내용,자격요건,우대사항,공고링크,seqno,strCode
삼성전자 DX부문,AI/데이터 분야 경력사원 채용,경력,없음,없음,없음,없음,2023-07-14 17:00,,없음,없음,없음,https://www.samsungcareers.com/recruit/detail.data?seqno=6750&strCode=,6750,
